Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,LP_Title,LP_Images
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-09-15,Cómo Se Pianta la Vida,,Tango,Alberto Castillo,Víctor,78rpm,69931,39730,Carlos Viván,Carlos Viván,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Los grandes exitos,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Image%203.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-09-15,Marisabel,,Vals,Alberto Castillo,Víctor,78rpm,69932,39730,Carlos Flores,Carlos Ocantos,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-09-22,Muñeca Brava,,Tango,Alberto Castillo,Víctor,78rpm,69949,39711,Luis Visca,Enrique Cadícamo,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Los grandes exitos,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Image%203.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-09-22,Un Crimen,,Tango,Alberto Castillo,Víctor,78rpm,69950,39711,Luis Rubistein,Luis Rubistein,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Los grandes exitos,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Image%203.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-11-04,Cuatro Compases,4 Compases,Tango,Alberto Castillo,Víctor,78rpm,84036,39776,Atilio Bruni,Oscar Rubens,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Los grandes exitos,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Image%203.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-11-04,Recuerdo,,Tango,Instrumental,Víctor,78rpm,39739,39204,Osvaldo Pugliese,Eduardo Moreno,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-12-04,Así Se Baila el Tango,,Tango,Alberto Castillo,Víctor,78rpm,84091,39813,Elías Randal,Elizardo Vilas,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Esto Es El Tango,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%203.webp""}, {""type"": ""Image 4"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%204.webp""}, {""type"": ""Image 5"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%205.webp""}, {""type"": ""Image 6"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%206.webp""}, {""type"": ""Image 7"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%207.webp""}, {""type"": ""Image 8"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Esto%20Es%20El%20Tango/Esto%20Es%20El%20Tango%20Image%208.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-12-04,Canción de Rango,Pa' Que Se Callen,Tango,Alberto Castillo,Víctor,78rpm,84092,39807,Raúl Kaplún,José Suñé,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-12-04,Moneda de Cobre,,Tango,Alberto Castillo,Víctor,78rpm,84093,39807,Carlos Viván,Horacio Sanguinetti,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Los grandes exitos,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Back.webp""}, {""type"": ""Image 3"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Los%20grandes%20exitos/Los%20grandes%20exitos%20Image%203.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1942-12-04,Me Llaman el Zorro,,Tango,Alberto Castillo,Víctor,78rpm,84094,39813,Mario Perini,Roberto Lambertucci,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",El Tango Es El Tango,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/El%20Tango%20Es%20El%20Tango/El%20Tango%20Es%20El%20Tango%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/El%20Tango%20Es%20El%20Tango/El%20Tango%20Es%20El%20Tango%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-02,Que Podrán Decir,,Tango,Alberto Castillo,Víctor,78rpm,84238,60-0014,Vicente Salerno,Alfredo Bigeschi,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Más Tanturi Castilllo,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-02,A Otra Cosa Che Pebeta,,Tango,Alberto Castillo,Víctor,78rpm,84240,60-0014,Ricardo Tanturi,Enrique Cadícamo,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Más Tanturi Castilllo,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-02,Con los Amigos,A Mi Madre,Vals,Alberto Castillo,Víctor,78rpm,84241,60-0025,"Carlos Gardel, José Razzano","Carlos Gardel, José Razzano",,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/EPs/Madre%20Con%20Los%20Cabellos%20de%20Plata/Madre%20Con%20Los%20Cabellos%20de%20Plata%20Front.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-02,Entre Sueños,,Tango,Instrumental,Víctor,78rpm,84242,60-0025,"Anselmo Aieta, Juan Polito",Francisco Jiménez,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-16,Ya Sale el Tren,,Tango,Alberto Castillo,Víctor,78rpm,84254,60-0019,Luis Rubistein,Luis Rubistein,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-03-16,Mi Piba,Mi Piba Linda,Tango,Alberto Castillo,Víctor,78rpm,84255,60-0019,Rodolfo Sciammarella,Manuel Romero,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Más Tanturi Castilllo,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-04-29,La Última Copa,,Tango,Alberto Castillo,Víctor,78rpm,84317,60-0065,Francisco Canaro,Juan Caruso,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-04-29,Que Me Quiten Lo Bailado,,Tango,Alberto Castillo,Víctor,78rpm,84318,60-0065,Miguel Bucino,Miguel Bucino,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",El Tango Es El Tango,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/El%20Tango%20Es%20El%20Tango/El%20Tango%20Es%20El%20Tango%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/El%20Tango%20Es%20El%20Tango/El%20Tango%20Es%20El%20Tango%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-05-07,Barajando Recuerdos,,Tango,Alberto Castillo,Víctor,78rpm,84334,60-0077,Luis Visca,Enrique Cadícamo,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Más Tanturi Castilllo,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-05-07,Bailongo de los Domingos,,Tango,Alberto Castillo,Víctor,78rpm,84335,60-0077,Antonio Arona,Francisco Jiménez,,40-43 Castillo,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Más Tanturi Castilllo,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/M%C3%A1s%20Tanturi%20Castilllo/M%C3%A1s%20Tanturi%20Castilllo%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-06,Muchachos Comienza la Ronda,,Tango,Enrique Campos,Víctor,78rpm,77129,60-0134,Luis Porcell,Leopoldo Vélez,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-06,Al Pasar,,Vals,Enrique Campos,Víctor,78rpm,77130,60-0134,José Iglesias,Juan Gatti,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",,
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-06,Vieja Esquina,,Tango,Enrique Campos,Víctor,78rpm,77131,60-0214,Mario Perini,Roberto Lambertucci,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Discos De Gardel,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-06,Por Eso Canto Yo,,Tango,Enrique Campos,Víctor,78rpm,77132,60-0214,Juan Puey,Reinaldo Yiso,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Discos De Gardel,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-19,Palomita Mía,,Tango,Enrique Campos,Víctor,78rpm,77160,60-0190,Carlos Viván,Horacio Sanguinetti,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-08-19,Así Se Canta,,Tango,Enrique Campos,Víctor,78rpm,77161,60-0190,Elías Randal,Elizardo Vilas,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Discos De Gardel,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-10-05,Dos Palabras Por Favor,,Tango,Enrique Campos,Víctor,78rpm,77278,60-0233,Luis Visca,Luis Rubistein,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-10-05,Qué Bien Te Queda,Cómo Has Cambiado,Tango,Enrique Campos,Víctor,78rpm,77279,60-0233,Vicente Salerno,Juan Mazzaroni,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-11-17,Oigo Tu Voz,,Tango,Enrique Campos,Víctor,78rpm,77385,60-0316,Mario Canaro,Francisco Jiménez,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-11-17,Una Emoción,,Tango,Enrique Campos,Víctor,78rpm,77836,60-0258,Raúl Kaplún,José Suñé,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Sollozo De Bandoneon,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Sollozo%20De%20Bandoneon/Sollozo%20De%20Bandoneon%20Back.webp""}]"
Ricardo Tanturi,Orquesta Típica Ricardo Tanturi,1943-11-17,Que Nunca Me Falte,,Tango,Enrique Campos,Víctor,78rpm,77387,60-0258,Héctor Morales,Héctor Marcó,,43-46 Campos,Armando Posada,Enzo Raschelli,"Francisco Ferraro, Raúl Iglesias, Héctor Gondre, Juan Saettone, Emilio Aguirre","Vicente Salerno, Armando Husso, Norberto Guzmán, Alberto Taido","Piano, Bass, 5 Bandoneons, 4 Violins",Discos De Gardel,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/TanturiRicardo/LPs/Discos%20De%20Gardel/Discos%20De%20Gardel%20Back.webp""}]"
